painting_index,Season-Episode,painting_title,colors,color_hex
111,S14E01,Distant Mountains,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
112,S14E02,Meadow Brook Surprise,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
113,S14E03,Mountain Moonlight Oval,Alizarin Crimson | Black Gesso | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
114,S14E04,Snowy Solitude,Alizarin Crimson | Dark Sienna | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #5F2E1F | #000000 | #0C0040 | #FFFFFF | #221B15 | #C79B00
115,S14E05,Mountain River,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
116,S14E06,Graceful Mountains,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
117,S14E07,Windy Waves,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Black | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
118,S14E08,On a Clear Day,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15 | #C79B00
119,S14E09,Riverside Escape Oval,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
120,S14E10,Surprising Falls,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
121,S14E11,Shadow Pond,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
122,S14E12,Misty Forest Oval,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
123,S14E13,Natural Wonder,Alizarin Crimson | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
98,S15E01,Splendor of Winter,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15 | #C79B00
99,S15E02,Colors of Nature,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
100,S15E03,Grandpas Barn,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
101,S15E04,Peaceful Reflections,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
102,S15E05,Hidden Winter Moon Oval,Alizarin Crimson | Black Gesso | Dark Sienna | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown,#4E1500 | #000000 | #5F2E1F | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15
103,S15E06,Waves of Wonder,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Liquid Clear | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFFFFF | #000000 | #0C0040 | #102E3C | #021E44 | #FFFFFF | #221B15 | #C79B00
104,S15E07,Cabin by the Pond,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
105,S15E08,Fall Stream,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
106,S15E09,Christmas Eve Snow,Alizarin Crimson | Black Gesso | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown,#4E1500 | #000000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15
107,S15E10,Forest Down Oval,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
108,S15E11,Pathway to Autumn,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
109,S15E12,Deep Forest Lake,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
110,S15E13,Peaks of Majesty,Alizarin Crimson | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
84,S16E01,Two Seasons,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
85,S16E02,Nestled Cabin,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
86,S16E03,Wintertime Discovery,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15 | #C79B00
87,S16E04,Mountain Mirage Wood Shape,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
88,S16E05,Double Oval Fantasy,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
89,S16E06,Contemplative Lady,Van Dyke Brown,#221B15
90,S16E07,Deep Woods,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
91,S16E08,High Tide,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
93,S16E09,Barn in Snow Oval,Alizarin Crimson | Dark Sienna | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #5F2E1F | #000000 | #0C0040 | #FFFFFF | #221B15 | #C79B00
94,S16E10,That Time of Year,Alizarin Crimson | Bright Red | Cadmium Yellow | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown,#4E1500 | #DB0000 | #FFEC00 | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15
95,S16E11,Waterfall Wonder,Alizarin Crimson | Black Gesso | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
96,S16E12,Mighty Mountain Lake,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
97,S16E13,Wooded Stream Oval,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
71,S17E01,Golden Mist Oval,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #FFFFFF | #221B15 | #C79B00
72,S17E02,The Old Home Place,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
73,S17E03,Soothing Vista,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
74,S17E04,Stormy Seas,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #FFFFFF | #221B15 | #C79B00
75,S17E05,Country Time,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Clear | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #FFFFFF | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
76,S17E06,A Mild Winters Day,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #FFFFFF | #221B15 | #C79B00
77,S17E07,Spectacular Waterfall,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Clear | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #FFFFFF | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
78,S17E08,View from the Park,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
79,S17E09,Lake View,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
80,S17E10,Old Country Mill,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
81,S17E11,Morning Walk,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
82,S17E12,Natures Splendor,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
83,S17E13,Mountain Beauty,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
58,S18E01,HalfOval Vignette,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
59,S18E02,Absolutely Autumn,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
60,S18E03,Mountain Seclusion,Alizarin Crimson | Black Gesso | Cadmium Yellow | Dark Sienna | Liquid Clear | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown,#4E1500 | #000000 | #FFEC00 | #5F2E1F | #FFFFFF | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15
61,S18E04,Crimson Oval,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
62,S18E05,Autumn Exhibition,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
63,S18E06,Majestic Peaks,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
64,S18E07,Golden Morning Mist,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
65,S18E08,Winter Lace,Alizarin Crimson | Bright Red | Dark Sienna | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown,#4E1500 | #DB0000 | #5F2E1F | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15
66,S18E09,Seascape Fantasy,Alizarin Crimson | Black Gesso | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
67,S18E10,Double Oval Stream,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Black | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
68,S18E11,Enchanted Forest,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
69,S18E12,Southwest Serenity,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
70,S18E13,Rippling Waters,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Black | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
44,S19E01,Snowfall Magic,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #FFFFFF | #221B15 | #C79B00
45,S19E02,Quiet Mountain Lake,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Clear | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #FFFFFF | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
46,S19E03,Final Embers of Sunlight,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
47,S19E04,Snowy Morn,Alizarin Crimson | Dark Sienna | Midnight Black | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #5F2E1F | #000000 | #021E44 | #FFFFFF | #221B15 | #C79B00
48,S19E05,Campers Haven,Alizarin Crimson | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
49,S19E06,Waterfall in the Woods,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Liquid Clear | Midnight Black | Phthalo Blue | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #FFFFFF | #000000 | #0C0040 | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
50,S19E07,Covered Bridge Oval,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Midnight Black | Phthalo Blue | Prussian Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #000000 | #0C0040 | #021E44 | #FFFFFF | #221B15 | #C79B00
51,S19E08,Scenic Seclusion,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Phthalo Green | Prussian Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #102E3C | #021E44 | #0A3410 | #FFFFFF | #221B15 | #C79B00
52,S19E09,Ebb Tide,Alizarin Crimson | Bright Red | Cadmium Yellow | Dark Sienna | Liquid Clear | Midnight Black | Phthalo Blue | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #DB0000 | #FFEC00 | #5F2E1F | #FFFFFF | #000000 | #0C0040 | #FFFFFF | #221B15 | #C79B00
53,S19E10,After the Rain,Alizarin Crimson | Black Gesso | Bright Red | Cadmium Yellow | Dark Sienna | Indian Yellow | Midnight Black | Phthalo Blue | Sap Green | Titanium White | Van Dyke Brown | Yellow Ochre,#4E1500 | #000000 | #DB0000 | #FFEC00 | #5F2E1F | #FFB800 | #000000 | #0C0040 | #0A3410 | #FFFFFF | #221B15 | #C79B00
